[01.下图所示是一棵(   )。<br>A. 4阶B树<br>B. 3阶B树<br>C. 4阶B+树<br>D. 无法确定]::(D)	关键字数目比子树数目少1，可排除B+树。该树同时满足4阶/5阶/6阶B树定义，无法确定具体阶数	323
[02.下列关于m阶B树的说法中，错误的是(   )。<br>A. 根结点至多有m棵子树<br>B. 所有叶结点都在同一层次上<br>C. 非叶结点至少有m/2(m为偶数)或(m+1)/2(m为奇数)棵子树<br>D. 根结点中的数据是有序的]::(C)	非叶结点至少有<anki-mathjax>\lceil m/2 \rceil</anki-mathjax>棵子树（非m/2或(m+1)/2）	323
[03.以下关于m阶B树的说法中，正确的是(   )。<br>I. 每个结点至少有两棵非空子树<br>II. 树中每个结点至多有m-1个关键字<br>III. 所有叶结点在同一层<br>IV. 插入一个元素引起B树结点分裂后，树长高一层<br>A. I、II<br>B. II、III<br>C. III、IV<br>D. I、II、IV]::(B)	1. II正确（关键字上限）<br>2. III正确（叶结点同层）<br>3. IV错误（分裂不一定导致树高增加）	323
[04.在一棵m阶B树中做插入操作前，若一个结点中的关键字个数等于(   )，则插入操作后必须分裂成两个结点;在一棵m阶B树中做删除操作前，若一个结点中的关键字个数等于(   )，则删除操作后可能需要同它的左兄弟或右兄弟结点合并成一个结点。<br>A. m，$ \lceil m/2\rceil-2 $<br>B. m-1，$ \lceil m/2\rceil-1 $<br>C. m+1，$ \lceil m/2\rceil $<br>D. m/2，$ \lceil m/2\rceil+1 $]::(B)	1. 插入分裂条件：关键字数=m<br>2. 删除合并条件：关键字数=<anki-mathjax>\lceil m/2 \rceil -1</anki-mathjax>	324
[05.具有n个关键字的m阶B树，应有(   )个叶结点。<br>A. n+1<br>B. n-1<br>C. nm<br>D. nm/2]::(A)	叶结点对应查找失败情况，有n+1种可能路径	324
[06.高度为5的3阶B树至少有(   )个结点，至多有(   )个结点。<br>A. 32<br>B. 31<br>C. 120<br>D. 121]::(B,D)	1. 最小结点数：31（类似满二叉树）<br>2. 最大结点数：121（类似满三叉树）	324
[07.含有n个非叶结点的m阶B树中至少包含(   )个关键字。<br>A. n(m+1)<br>B. n<br>C. n($ \lceil m/2\rceil-1 $)<br>D. (n-1)(m/2-1)+1]::(C)	至少包含<anki-mathjax>n(\lceil m/2 \rceil -1)</anki-mathjax>个关键字（根结点外非叶结点最少关键字数）	324
[08.已知一棵5阶B树中共有53个关键字，则树的最大高度为(   )，最小高度为(   )。<br>A. 2<br>B. 3<br>C. 4<br>D. 5]::(C,B)	1. 最大高度=4（公式计算）<br>2. 最小高度=3（公式计算）	324
[09.已知一棵3阶B树中有2047个关键字，则此B树的最大高度为(   )，最小高度为(   )。<br>A. 11<br>B. 10<br>C. 8<br>D. 7]::(A,D)	1. 最大高度=11（公式计算）<br>2. 最小高度=7（公式计算）	324
[10.下列关于B树和B+树的叙述中，不正确的是(   )。<br>A. B树和B+树都能有效地支持顺序查找<br>B. B树和B+树都能有效地支持随机查找<br>C. B树和B+树都是平衡的多叉树<br>D. B树和B+树都可以用于文件索引结构]::(A)	B树不支持顺序查找（仅支持随机查找），B+树支持两种查找	324
[11.在7阶B树中搜索第2016个关键字，若根结点已读入内存，则最多需启动(   )次I/O。<br>A. 4<br>B. 5<br>C. 6<br>D. 7]::(A)	树高h=5，根在内存 → 最多4次I/O访问叶结点	324
[12.[2009统考真题]下列叙述中，不符合m阶B树定义要求的是(   )。<br>A. 根结点至多有m棵子树<br>B. 所有叶结点都在同一层上<br>C. 各结点内关键字均升序或降序排列<br>D. 叶结点之间通过指针链接]::(D)	叶结点指针链接是B+树特性，非B树要求	324
[13.[2012统考真题]已知一棵3阶B树，如下图所示。删除关键字78得到一棵新B树，其最右叶结点中的关键字是(   )。<br>A. 45<br>B. 78<br>C. 80<br>D. 87]::(D)	删除78后触发"兄弟够借"调整，最右叶结点关键字变为87	324
[14.[2013统考真题]在一棵高度为2的5阶B树中，所含关键字的个数至少是(   )。<br>A. 5<br>B. 7<br>C. 8<br>D. 14]::(A)	根结点1个关键字，第二层4个关键字 → 至少5个	324
[15.[2014统考真题]在一棵有15个关键字的4阶B树中，含关键字的结点个数最多是(   )。<br>A. 5<br>B. 6<br>C. 10<br>D. 15]::(D)	每个结点仅1个关键字时（根外结点允许最小值），需15个结点	324
[16.[2016统考真题]B+树不同于B树的特点之一是(   )。<br>A. 能支持顺序查找<br>B. 结点中含有关键字<br>C. 根结点至少有两个分支<br>D. 所有叶结点都在同一层上]::(A)	B+树叶结点链表支持顺序查找（B树不支持）	325
[17.[2017统考真题]下列应用中，适合使用B+树的是(   )。<br>A. 编译器中的词法分析<br>B. 关系数据库系统中的索引<br>C. 网络中的路由表快速查找<br>D. 操作系统的磁盘空闲块管理]::(B)	B+树专为数据库/文件索引设计，磁盘I/O效率高	325
[18.[2018统考真题]高度为5的3阶B树含有的关键字个数至少是(   )。<br>A. 15<br>B. 31<br>C. 62<br>D. 242]::(B)	31个关键字（树形类似高度5的满二叉树）	325
[19.[2020统考真题]依次将关键字5，6，9，13，8，2，12，15插入初始为空的4阶B树后，根结点中包含的关键字是(   )。<br>A. 8<br>B. 6，9<br>C. 8，13<br>D. 9，12]::(B)	插入后根结点分裂为[6,9]（图示详见原书）	325
[20.[2021统考真题]在一棵高度为3的3阶B树中，根为第1层，若第2层中有4个关键字，则该树的结点数最多是(   )。<br>A. 11<br>B. 10<br>C. 9<br>D. 8]::(A)	第2层4个关键字分布在3结点 → 全树最多11个结点	325
[21.[2022统考真题]在下图所示的5阶B树T中，删除关键字260之后需要进行必要的调整，得到新的B树$ T_{1} $。下列选项中，不可能是$ T_{1} $根结点中关键字序列的是(   )。<br>A. 60,85,110,350<br>B. 60,90,350<br>C. 60,90,280<br>D. 60,90,110,350]::(D)	根结点[60,90,110,350]违反5阶B树规则（关键字数≤4-1=3）	325
[22.[2023统考真题]下列关于非空B树的叙述中，正确的是()。<br>I.插入操作可能增加树的高度<br>II.删除操作一定会导致叶结点的变化<br>III.查找某关键字总是要查找到叶结点<br>IV.插入的新关键字最终位于叶结点中<br>A.仅I<br>B.仅I、II<br>C.仅III、IV<br>D.仅I、II、IV]::(B)	1. I正确（根分裂增高树）<br>2. II正确（删除终传递到叶）<br>3. III错误（非叶结点可终止）<br>4. IV错误（关键字可能上移）	325
