[01. 栈的应用不包括()。<br>A.递归<br>B.表达式求值<br>C.括号匹配<br>D.缓冲区]::(D)	1. 缓冲区用<strong>队列实现</strong>（如打印缓冲区）<br>2. A/B/C均为栈的典型应用（递归调用栈、表达式求值、括号匹配）	97
[02. 表达式a*(b+c)-d的后缀表达式是()。<br>A.abcd*+-<br>B.abc+*d-<br>C.abc*+d-<br>D.--*abcd]::(B)	• 转换规则：<strong>操作符紧跟操作数</strong><br>• 步骤：<br>  (1) b+c → bc+<br>  (2) a*(bc+) → abc+*<br>  (3) abc+*-d → abc+*d-	97
[03. 下面()用到了队列。<br>A.括号匹配<br>B.表达式求值<br>C.递归<br>D.FIFO页面替换算法]::(D)	• <strong>FIFO页面替换算法</strong>基于队列实现<br>• 其他选项均使用栈（栈保存临时状态）	97
[04. 利用栈求表达式的值时，设立运算数栈OPEN。假设OPEN只有两个存储单元，则在下列表达式中，不会发生溢出的是()。<br>A. A-B*C-D<br>B. (A-B)*C-D<br>C. (A-B*C)-D<br>D. (A-B)*(C-D)]::(B)	• B选项计算过程：<br>  (1) 计算A-B → R1（栈深1）<br>  (2) 计算R1*C → R2（栈深1）<br>  (3) 计算R2-D（栈深始终≤2）<br>• 其他选项需≥3存储单元	98
[05. 执行完下列语句段后，i的值为()。<br>int f(int x){return ((x>0)? x*f(x-1):2);}<br>int i;<br>i=f(f(1));<br>A. 2<br>B. 4<br>C. 8<br>D. 无限递归]::(B)	• 递归计算：<br>  f(1)=1*f(0)=1 * 2=2<br>  f(f(1))=f(2)=2*f(1)=2 * 2=4<br>• <strong>递归出口</strong>：x=0时返回2	98
[06. 设有如下递归函数，则计算F(8)需要调用该递归函数的次数为()。<br>int F(int n){if(n<=3) return 1;else return F(n-2)+F(n-4)+1;}<br>A. 7<br>B. 8<br>C. 9<br>D. 10]::(C)	• 递归调用树共9次：<br>  F(8)→F(6)+F(4)+1<br>  F(6)→F(4)+F(2)+1<br>  F(4)→F(2)+F(0)+1<br>• 底层调用F(1)-F(3)直接返回	98
[07. 设有如下递归函数，在func(func(5))的执行过程中，第4个被执行的func函数是()。<br>int func(int x){if(x<=3) return 2;else return func(x-2)+func(x-4);}<br>A. func(2)<br>B. func(3)<br>C. func(4)<br>D. func(5)]::(C)	• 执行顺序：<br>  1.func(5)<br>  2.func(3)<br>  3.func(1)<br>  4.func(4)（第4个执行）	98
[08. 对于一个问题的递归算法求解和其相对应的非递归算法求解，()。<br>A. 递归算法通常效率高一些<br>B. 非递归算法通常效率高一些<br>C. 两者相同<br>D. 无法比较]::(B)	• <strong>递归算法有额外开销</strong>：活动记录压栈/出栈<br>• 非递归算法<strong>避免重复计算</strong>（如斐波那契数列）	98
[09. 执行函数时，其局部变量一般采用()进行存储。<br>A. 树形结构<br>B. 静态链表<br>C. 栈结构<br>D. 队列结构]::(C)	• <strong>函数调用栈</strong>存储：<br>  1. 局部变量<br>  2. 返回地址<br>  3. 参数表<br>• 后进先出特性匹配函数调用顺序	98
[10. 执行()操作时，需要使用队列作为辅助存储空间。<br>A. 查找散列（哈希）表<br>B. 广度优先搜索图<br>C. 前序（根）遍历二叉树<br>D. 深度优先搜索图]::(B)	• <strong>广度优先搜索</strong>（BFS）需队列保存待访问结点<br>• 深度优先搜索（DFS）用栈实现	98
[11. 下列说法中，正确的是()。<br>A. 消除递归不一定需要使用栈<br>B. 对同一输入序列进行两组不同的合法入栈和出栈组合操作，所得的输出序列也一定相同<br>C. 通常使用队列来处理函数或过程调用<br>D. 队列和栈都是运算受限的线性表，只允许在表的两端进行运算]::(A)	• <strong>尾递归可转为循环</strong>（无需栈）<br>• B错：不同操作序列输出不同<br>• C错：函数调用用栈<br>• D错：栈仅允许一端操作	98
